ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map077_EV024_Page2_43_ShowText,อยากสร้างกลุ่มดาวกันไหม?," \\c[7]""Willst du einen machen?""", \\c[7]¿Quieres hacer uno?, \\c[7]Tu veux en faire un ?, \\c[7]Vuoi farne uno?," \\c[7]         ""한 번 해볼래?"""," \\c[7]""Chcesz spróbować?"""," \\c[7]""Quer fazer uma?""", \\c[7]А хочешь?, \\c[7]Chceš teraz jedného urobiť?, \\c[7]Peki yapmak ister misin?," \\c[7]""Do you want to make one?""", \\c[7]А хочеш створити одного?, \\c[7]「…作ってみる？」
Map077_EV024_Page2_44_ShowText,ใช่ \\.\\.เราจะสร้างกลุ่มดาวที่ดีที่สุดเท่าที่เคยมีมา!," \\c[7]""Klar, \\.\\.wir machen das beste Sternbild aller Zeiten!"""," \\c[7]Claro, \\.\\.¡haremos la mejor constelación de todas!"," \\c[7]Ouais, \\.\\.on va en faire une super
géniale, de constellation !"," \\c[7]Si, faremo la più bella costellazione di sempre!"," \\c[7]""응, \\.\\.제일 아름다운 별자리를 만들자!"""," \\c[7]""Pewnie, \\.\\.zróbmy najfajowszą 
konstelację na świecie!"""," \\c[7]""Quero, \\.\\.vamos fazer a melhor constelação de todas!"""," \\c[7]Да, \\.\\.мы сделаем наилучшайшее созвездие в мире!"," \\c[7]""Jasné, \\.\\.urobíme najsamlepšie
súhvezdie, aké kedy bolo!"""," \\c[7]Tabii, \\.\\.gelmiş geçmiş en iyi takım yıldızını yapacağız!"," \\c[7]""Yeah, \\.\\.we'll make the bestest constellation ever!"""," \\c[7]Так, \\.\\.ми створимо найкраще сузір’я!"," \\c[7]「…うん！\\.\\.２人で、
最強にカッコイイ星座、作ろう！」"
Map077_EV024_Page2_45_ShowText,โอเค \\.\\.เราจะเริ่มนับสามนะ," \\c[7]""Okay, \\.\\.ich zähle von drei."""," \\c[7]Ok, \\.\\.a la de tres."," \\c[7]D’accord, \\.\\.on commence à trois."," \\c[7]Okay, si parte tra tre secondi!"," \\c[7]""자, \\.\\.셋 세면 시작."""," \\c[7]""Dobrze, \\.\\.zaczynamy na trzy."""," \\c[7]""Tá, \\.\\.a gente começa no três."""," \\c[7]Хорошо, \\.\\.на счёт три."," \\c[7]Okej, \\.\\.začneme na tri."," \\c[7]Tamam, \\.\\.üçten geriye sayıyorum."," \\c[7]""Okay, \\.\\.we'll start on three."""," \\c[7]Гаразд, \\.\\.на рахунок три.", \\c[7]「じゃあ、\\.\\.３、２、１でスタートね？」
Map077_EV024_Page2_46_ShowText,"สาม,\\.\\. สอง,\\.\\. หนึ่ง, \\.\\.\\.แล้--"," \\c[7]""Drei,\\.\\. zwei,\\.\\. eins, \\.\\.\\.uuuund lo--"""," \\c[7]Tres,\\.\\. dos,\\.\\. uno, \\.\\.\\.y com--"," \\c[7]Un,\\.\\. deux,\\.\\. trois, \\.\\.\\.c’eeest part... !"," \\c[7]Tre, due, uno, eeeee vi--"," \\c[7]""셋,\\.\\. 둘,\\.\\. 하나, \\.\\.\\.시이이--"," \\c[7]""Raz,\\.\\. dwa,\\.\\. trzy, \\.\\.\\.iiiii sta--"," \\c[7]""Um,\\.\\. dois,\\.\\. três, \\.\\.\\.eeee va--"," \\c[7]Раз,\\.\\. два,\\.\\. три, \\.\\.\\.и нач. . ."," \\c[7]""Tri,\\.\\. dva,\\.\\. jeden, \\.\\.\\.aaaa šta--\\w[5]"," \\c[7]""Üç,\\.\\. iki,\\.\\. bir, \\.\\.\\.veeee baş--"," \\c[7]""Three,\\.\\. two,\\.\\. one, \\.\\.\\.annnd sta--"," \\c[7]Один,\\.\\. два,\\.\\. три і поча…", \\c[7]「３、\\.\\.２、\\.\\.１…\\.\\.\\.スタ…」
Map077_EV024_Page2_47_ShowText,ฉันเห็นแล้ว," \\c[7]""Ich sehe ihn.""", \\c[7]Puedo verlo., \\c[7]Je le vois., \\c[7]Vista.," \\c[7]              ""됐어."""," \\c[7]""Widzę go."""," \\c[7]""Achei.""", \\c[7]Я вижу.," \\c[7]""I see it.""", \\c[7]Ben gördüm.," \\c[7]""I see it.""", \\c[7]Я вже бачу., \\c[7]「できた」
Map077_EV024_Page2_48_ShowText,ไหน?," \\c[7]""Wo?""", \\c[7]¿Dónde?, \\c[7]Où ça ?, \\c[7]Dove?," \\c[7]""어디?"""," \\c[7]""Gdzie?"""," \\c[7]""Onde?""", \\c[7]Где?, \\c[7]Kde?, \\c[7]Nerede?," \\c[7]""Where?""", \\c[7]Де?, \\c[7]「どこ？」
Map077_EV024_Page2_49_ShowText,บนฟ้าไง," \\c[7]""Am Himmel.""", \\c[7]En el cielo., \\c[7]Dans le ciel., \\c[7]In cielo.," \\c[7]              ""하늘에."""," \\c[7]""Na niebie."""," \\c[7]""No céu.""", \\c[7]В небе., \\c[7]Na oblohe., \\c[7]Gökyüzünde.," \\c[7]""In the sky.""", \\c[7]На небі., \\c[7]「空」
Map077_EV024_Page2_50_ShowText,เอ่อ \\.\\.บนฟ้าตรงไหน?," \\c[7]""Äh, \\.\\.wo genau am Himmel?"""," \\c[7]Em, \\.\\.¿en qué parte del cielo?"," \\c[7]Euh, \\.\\.mais où dans le ciel ?"," \\c[7]Uhm, in cielo <i>dove</i>?"," \\c[7]""음, \\.\\.하늘 어디?"""," \\c[7]""Aha, \\.\\.ale <i>gdzie</i> na niebie?"""," \\c[7]""Tá, \\.\\.mas <i>onde</i> no céu?"""," \\c[7]Эм, \\.\\.где в небе?"," \\c[7]Um, \\.\\.ale <i>kde</i> na oblohe?"," \\c[7]Tamam ama, \\.\\.gökyüzünde nerede?"," \\c[7]""Um, \\.\\.where in the sky?"""," \\c[7]М-м-м, \\.\\.але де саме на небі?", \\c[7]「えっと…　\\.\\.空の、\\.どこ？」
Map077_EV024_Page2_51_ShowText,คิดใหญ่ๆ สิ," \\c[7]""Denk in großen Zusammenhängen.""", \\c[7]Piensa en grande., \\c[7]Pense à quelque chose de grand., \\c[7]Pensa alla cosa più grande.," \\c[7]              ""크게 봐."""," \\c[7]""Wielkie światło."""," \\c[7]""Pense grande.""", \\c[7]Оно большое., \\c[7]Premýšľaj vo veľkom., \\c[7]Büyük düşün.," \\c[7]""Think big.""", \\c[7]Спробуй сам., \\c[7]「大きい」
Map077_EV024_Page2_52_ShowText,อืม \\.\\.. \\.\\.. \\.\\.," \\c[7]""Ähm. \\.. \\..\\.\\.""", \\c[7]Em. \\.\\.. \\.\\.. \\.\\., \\c[7]Euh.\\.\\..\\.\\..\\.\\., \\c[7]Um. . . ," \\c[7]""어. \\.\\.. \\.\\.. \\.\\."""," \\c[7]""Eee. \\.\\.. \\.\\.. \\.\\."""," \\c[7]""Hum. \\.\\.. \\.\\.. \\.\\.""", \\c[7]Эм. \\.\\.. \\.\\.. \\.\\., \\c[7]Eh. \\.\\.. \\.\\.. \\.\\., \\c[7]Ee. \\.\\.. \\.\\.. \\.\\.," \\c[7]""Um. \\.\\.. \\.\\.. \\.\\.""", \\c[7]Eм-м-м.\\.\\..\\.\\..\\.\\., \\c[7]「大き…い…？」
Map077_EV024_Page2_53_ShowText,ใหญ่กว่าตัวอื่นๆ," \\c[7]""Größer als all die anderen es tun.""", \\c[7]Mas grande que todas las otras., \\c[7]De plus grand que tout le reste., \\c[7]La cosa più grande in cielo.," \\c[7]         ""다른 것보다 훨씬 커."""," \\c[7]""Większe od wszystkich innych."""," \\c[7]""Maior que todas as outras."""," \\c[7]Больше, чем все остальные.", \\c[7]Väčší než všetky ostatné., \\c[7]Hepsinden daha büyük.," \\c[7]""Bigger than all the others.""", \\c[7]Він більший за всі інші., \\c[7]「いちばん、\\.\\.大きい」
Map077_EV024_Page2_54_ShowText,หนูไม่รู้," \\c[7]"". . . Ich verstehe nicht.""", \\c[7]. . . No lo sé., \\c[7]... Je ne vois pas., \\c[7]. . . Non so.," \\c[7]"". . . 모르겠는데."""," \\c[7]"". . . Nie wiem."""," \\c[7]"". . . Não sei.""", \\c[7]. . . Не вижу., \\c[7]. . . Ja neviem., \\c[7]. . . Bulamadım.," \\c[7]"". . . I don't know.""", \\c[7]…Не бачу., \\c[7]「…う、うーん」
Map077_EV024_Page2_55_ShowText,เดี๋ยวนะ \\.\\. .\\.\\. . \\.\\.เดี๋ยวนะ!!," \\c[7]""Warte mal.\\.\\. .\\.\\. . \\.\\.<i>Warte mal!!</i>""", \\c[7]Espera un segundo.\\.\\. .\\.\\. . \\.\\.<i>¡¡Espera un segundo!!</i>, \\c[7]Attends une minute.\\.\\..\\.\\..\\.\\.<i>Attends une minute !!</i>, \\c[7]Aspetta un attimo. . . <i>Aspetta un attimo!!</i>," \\c[7]""잠깐.\\.\\. .\\.\\. . \\.\\.<i>잠깐만!!</i>"""," \\c[7]""Zaraz.\\.\\. .\\.\\. . \\.\\.<i>zaraz!!</i>"""," \\c[7]""Espera aí.\\.\\. .\\.\\. . \\.\\.<i>Espera aí!!</i>""", \\c[7]Постой-ка.\\.\\. .\\.\\. . \\.\\.<i>Постой-ка!!</i>, \\c[7]Počkaj.\\.\\. .\\.\\. . \\.\\.<i>Poočkaj!!</i>, \\c[7]Bir dakika.\\.\\. .\\.\\. . \\.\\.<i>Bir dakika!!</i>," \\c[7]""Wait a minute.\\.\\. .\\.\\. . \\.\\.<i>Wait a minute!!</i>""", \\c[7]Стривай.\\.\\..\\.\\.. \\.\\.<i>хвилинку!!</i>, \\c[7]「あ…\\.\\.わかったかも…！」
Map077_EV024_Page2_56_ShowText,หนูเห็นแล้ว!!!," \\c[7]"". . . ICH SEHE IHN!!!""", \\c[7]. . . ¡¡¡PUEDO VERLO!!! , \\c[7]... JE LE VOIS !!!, \\c[7]. . . LA VEDO ANCH'IO!!! ," \\c[7]"". . . 찾았다!!!"" "," \\c[7]"". . . WIDZĘ GO!!!"" "," \\c[7]"". . . ENCONTREI!!!""", \\c[7]. . . ВИЖУ!!! , \\c[7]. . . VIDÍM HO!!! , \\c[7]. . . BEN DE GÖRDÜM!!! ," \\c[7]"". . . I SEE IT!!!"" ", \\c[7]…Я БАЧУ!!!, \\c[7]「…あった！！」
Map077_EV024_Page2_57_ShowText,บอกหนูสิว่าเห็นอะไร," \\c[7]""Sag mir, was du siehst.""", \\c[7]Dime lo que ves., \\c[7]Dis-moi ce que tu vois., \\c[7]Dimmi che cosa vedi.," \\c[7]         ""뭐가 보이는 지 말해줘."""," \\c[7]""Powiedz, co widzisz."""," \\c[7]""Me fala o que está vendo."""," \\c[7]Расскажи, что ты видишь."," \\c[7]Povedz, čo vidíš.", \\c[7]Ne gördün?," \\c[7]""Tell me what you see."""," \\c[7]Скажи, що ти бачиш.", \\c[7]「何が見える？」
Map077_EV024_Page2_58_ShowText,ตรงนั้น \\.\\.ใช่ไหม?? \\.\\.มีหูสองข้างกับหัว!," \\c[7]""Da drüben, \\.\\.stimmt's?? \\.\\.
Da sind die beiden Löffel und der Kopf!"""," \\c[7]Ahí, \\.\\.¿¿verdad?? \\.\\.¡Ahí están las orejas y la cabeza!"," \\c[7]Là, \\.\\.c’est ça ?? \\.\\.Il y a les deux oreilles et la tête !"," \\c[7]Laggiù, giusto?! 
Vedo due orecchie. E una testa!"," \\c[7]""저거, \\.\\.맞지?? \\.\\. 큰 귀 두 개랑, 머리!"""," \\c[7]""Tam, \\.\\.prawda?? \\.\\.
Są tam uszy i głowa!"""," \\c[7]""Ali, \\.\\.não é?? \\.\\.Tem as duas orelhas e a cabeça!"""," \\c[7]Там, \\.\\.да?? \\.\\.Там голова и два уха!"," \\c[7]""Tam, \\.\\.správne?? \\.\\.
Tam sú dve uši a hlava!"""," \\c[7]İşte orada, \\.\\.değil mi?? \\.\\. İki kulağı ve kafası!"," \\c[7]""There, \\.\\.right?? \\.\\.There're the two ears and head!"""," \\c[7]Он там, \\.\\.так?? \\.\\.Два вуха і голова!"," \\c[7]「ほら！あれでしょ！？\\.\\.
耳が２つあって、頭があって…！」"
Map077_EV024_Page2_59_ShowText,แล้วอะไรอีก?," \\c[7]""Und weiter?""", \\c[7]¿Qué más?, \\c[7]Mais encore ?, \\c[7]Poi?," \\c[7]              ""또?"""," \\c[7]""Co jeszcze?"""," \\c[7]""O que mais?""", \\c[7]Что ещё?, \\c[7]Čo ešte?, \\c[7]Başka?," \\c[7]""What else?""", \\c[7]Що ще?, \\c[7]それから？
Map077_EV024_Page2_60_ShowText,แล้วตรงนั้น . . . \\.\\.มีเท้าสองข้างของมัน!," \\c[7]""Und da. . . \\.\\.Da sind seine beiden Füße!""", \\c[7]Y ahí. . . \\.\\.¡Ahí están sus patas!, \\c[7]Et là... \\.\\.Il y a deux pattes !, \\c[7]E lì. . . lì vedo i piedi!," \\c[7]""그리고 저기가. . . \\.\\.다리 두 개!"""," \\c[7]""A tam. . . \\.\\.Tam są jego łapki!"""," \\c[7]""E ali. . . \\.\\.Estão os dois pés!""", \\c[7]А там. . . \\.\\.Там две лапы!, \\c[7]A tam. . . \\.\\.Tam má dve labky!, \\c[7]Şurada. . . \\.\\.Şurada da iki ayağı var!," \\c[7]""And there. . . \\.\\.There're its two feet!""", \\c[7]І… \\.\\.Он там дві лапки!, \\c[7]「それから…\\.\\.足が２つ！」
Map077_EV024_Page2_61_ShowText,ใช่ \\.\\.อะไรอีก?," \\c[7]""Ja. \\.\\.Was noch?""", \\c[7]Si. \\.\\.¿Qué más?, \\c[7]Oui. \\.\\.Quoi d’autre ?, \\c[7]Sì. Poi?," \\c[7]              ""응. \\.\\.또?"," \\c[7]""Tak. \\.\\.Co jeszcze?"""," \\c[7]""Isso. \\.\\.O que mais?""", \\c[7]Да. \\.\\. Что ещё?, \\c[7]Áno. \\.\\.Čo ešte?, \\c[7]Evet. \\.\\.Daha başka?," \\c[7]""Yes. \\.\\.What else?""", \\c[7]Так. \\.\\.Що ще?, \\c[7]「うん。\\.\\.それから？」
Map077_EV024_Page2_62_ShowText,และดวงจันทร์! \\.\\.ดวงจันทร์คือพุงกลมโตของมัน!," \\c[7]""Und <i>der Mond</i>! \\.\\.Der Mond ist sein großer, runder Bauch!""", \\c[7]¡Y <i>la Luna</i>! \\.\\.¡La luna es su gran pancita redonda!, \\c[7]Et <i>la Lune</i> ! \\.\\.La Lune est son gros ventre rond !," \\c[7]E. . . e <i><b>LA LUNA</b></i>!! 
La luna è il suo pancione!!"," \\c[7]""그리고 <i>달</i>! \\.\\.달이 통통한 토끼 배야!"," \\c[7]""I. \\..\\. .\\.\\. I <i><b>Księżyc</b></i>!!\\.\\.
Księżyc to jego wielki, okrągły brzuch!!"""," \\c[7]""E <i>a lua</i>!! \\.\\.A lua é o barrigão dele!!""", \\c[7]И <i>Луна</i>! \\.\\.Луна — это его большой круглый живот!, \\c[7]A <i>Mesiac</i>! \\.\\.Mesiac je jeho veľké guľaté bruško!!, \\c[7]Ve <i>ay</i>! \\.\\.Ay da onun kocaman karnı!," \\c[7]""And <i>the moon</i>! \\.\\.The moon is its big round belly!""", \\c[7]І <i>Місяць</i>! \\.\\.Місяць — це великий круглий живіт!," \\c[7]「それから…\\.\\.\\.それから、『月』が見えるよ！！
\\.\\.月は、ウサギのまぁるい大きなおなかだ！」"
Map077_EV024_Page2_63_ShowText,"ว้าว,\\.\\. นี่คือกลุ่มดาวที่เจ๋งที่สุดเท่าที่เคยมีมา!"," \\c[7]""Wow,\\.\\. das ist <i>wirklich</i> das beste Sternbild aller Zeiten."""," \\c[7]¡Guau,\\.\\. esta <i>es</i> la mejor constelación de todas!"," \\c[7]Ouah,\\.\\. ça <i>c’est</i> la plus belle constellation du monde !"," \\c[7]Wow, è <i>davvero</i> la più perfettissima
costellazione di sempre!"," \\c[7]""우와,\\.\\. 이게 별자리 중에서 <i>최고</i>야!"""," \\c[7]""Łał,\\.\\. to <i>naprawdę jest</i> najfajowsza 
konstelacja na świecie!"""," \\c[7]""Uau,\\.\\. essa <i>é</i> a melhor constelação de todas!""", \\c[7]Ух ты!\\.\\. <i>И правда</i> наилучшайшее созвездие!," \\c[7]Wow,\\.\\. toto <i>je</i> najsamlepšie súhvezdie!"," \\c[7]Vay,\\.\\. bu <i>sahiden</i> de en iyi takım yıldızı oldu!"," \\c[7]""Wow,\\.\\. this <i>is</i> the bestest constellation ever!"""," \\c[7]Вау,\\.\\. <i>це</i> найкраще у світі сузір’я!"," \\c[7]「すごい…\\.\\.こんな最強に
カッコイイ星座、初めて見た！」"
Map077_EV024_Page2_64_ShowText,และยังมีอีกมากมาย\\.\\. .\\.\\. . \\.\\.," \\c[7]""Und es gibt noch so viele mehr davon.\\.\\. .\\.\\. . \\.\\.", \\c[7]Y hay tantas más.\\.\\. .\\.\\. . \\.\\., \\c[7]Et il y en a encore tellement d’autres.\\.\\..\\.\\..\\.\\., \\c[7]E ce ne sono così tante altre. . . ," \\c[7]""그러고도 정말 많아.\\.\\. .\\.\\. . \\.\\."""," \\c[7]""A jest ich jeszcze wiele, wiele więcej.\\.\\. .\\.\\. . \\.\\."""," \\c[7]""E tem tantas, tantas outras.\\.\\. .\\.\\. . \\.\\.""", \\c[7]А есть ещё так много других.\\.\\. .\\.\\. . \\.\\., \\c[7]A je ich tam oveľa viac.\\.\\. .\\.\\. . \\.\\., \\c[7]Ve daha bunlardan çok vardır.\\.\\. .\\.\\. . \\.\\.," \\c[7]""And there are so many more of them.\\.\\. .\\.\\. . \\.\\.""", \\c[7]І їх ще так багато.\\.\\..\\.\\..\\.\\.," \\c[7]「それに、ほかにもまだまだ、
たーっくさん…」\\.\\."
Map077_EV024_Page2_65_ShowText,คงมีภาพอีกมากมายให้วาด," \\c[7]Es muss noch soviel mehr Bilder geben, die man zeichnen kann.""", \\c[7]Debe de haber tantas imágenes más para hacer., \\c[7]Il doit y avoir encore tellement de formes à dessiner., \\c[7]Così tante altre da disegnare.," \\c[7]""더 많은 걸 그릴 수 있을 거야."""," \\c[7]""Musi być tyle obrazków do odkrycia."""," \\c[7]""Devem dar pra fazer muitos outros desenhos.""", \\c[7]Так много картин можно нарисовать на небе.," \\c[7]Musí byť ešte toľko obrázkov, čo sa dajú nakresliť.", \\c[7]Çizilecek çok resim var.," \\c[7]""There must be so many more pictures to be drawn.""", \\c[7]Можна намалювати так багато малюнків., \\c[7]「いろんな絵が浮かび上がってきそう」
Map077_EV024_Page2_66_ShowText,"เฮ้,\\.\\. แล้วคุณคิดว่ามันจริงๆแล้วคืออะไร?"," \\c[7]""Hey, \\.\\.was denkst du eigentlich, was sie <i>wirklich</i> sind?"""," \\c[7]Hey, \\.\\.¿y qué piensas que son<i>realmente</i>?", \\c[7]Alors...\\.\\. Qu’est-ce que tu crois que c’est <i>en vrai</i> ?, \\c[7]Ehi. . . cosa pensi che siano <i>davvero</i>?," \\c[7]""저. . .\\.\\. 그럼 넌 저게 <i>사실은</i> 뭐라고 생각해?"""," \\c[7]""Hej, \\.\\.więc jak myślisz, czym one <i>naprawdę</i> są?"""," \\c[7]""Ei, \\.\\.o que você acha que são, <i>na verdade</i>?"""," \\c[7]Эй, \\.\\.как ты думаешь, что они такое, <i>на самом деле</i>?", \\c[7]Takže. . .\\.\\. čo podľa teba <i>v skutočnosti</i> sú?," \\c[7]Peki, \\.\\. sence onlar <i>gerçekte</i> nedir?"," \\c[7]""Hey, \\.\\.so what do you think they <i>really</i> are?"""," \\c[7]Тож…\\.\\. як думаєш, чим вони є <i>насправді</i>?"," \\c[7]「ねえ、\\.\\.あれって、
“本当は”、なんだと思う？」"
Map077_EV024_Page2_67_ShowText,ดวงดาวนะ\\.\\. หมายถึง," \\c[7]""Die Sterne,\\.\\. meine ich."""," \\c[7]Las estrellas,\\.\\. digo."," \\c[7]Les étoiles,\\.\\. j’veux dire."," \\c[7]Le stelle, dico."," \\c[7]""그러니까,\\.\\. 별들 말이야."""," \\c[7]""To znaczy,\\.\\. gwiazdy."""," \\c[7]""Digo,\\.\\. as estrelas."""," \\c[7]Звёзды,\\.\\. то есть."," \\c[7]Tie hviezdy,\\.\\. myslím.", \\c[7]Yıldızları diyorum.," \\c[7]""The stars,\\.\\. I mean.""", \\c[7]Я про зорі., \\c[7]「星の話ね」
Map077_EV024_Page2_68_ShowText,"ฉัน\\.\\. . \\.\\.. \\.\\.. \\.\\.""\\.\\."," \\c[7]""Ich. \\.. \\..\\.\\.\\.\\.""", \\c[7]Esto\\.\\. . \\.\\.. \\.\\.. \\.\\.\\.\\., \\c[7]Je.\\..\\..\\.\\., \\c[7]Non. . . ," \\c[7]""난 .\\. .\\. .\\.\\. """," \\c[7]""Nigdy\\.\\. . \\.\\.. \\.\\.. \\.\\.""\\.\\."," \\c[7]""Eu .\\. .\\. .\\.\\.""", \\c[7]Я\\.\\. . \\.\\.. \\.\\.. \\.\\.\\.\\., \\c[7]Ja\\.\\. . \\.\\.. \\.\\.. \\.\\.\\.\\., \\c[7]Ben\\.\\. . \\.\\.. \\.\\.. \\.\\.\\.\\.," \\c[7]""I\\.\\. . \\.\\.. \\.\\.. \\.\\.""\\.\\.", \\c[7]Я.\\..\\..\\.\\., \\c[7]「本当は…」\\.\\.
Map077_EV024_Page2_69_ShowText,"ฉันไม่เคยบอกใครมาก่อน,\\.\\. แต่ฉันคิดมาตลอดว่าพวกมันคือประภาคาร"," \\c[7]""Ich habe es noch nie jemandem erzählt, \\.\\.aber. \\.. \\..\\.
. . . Ich habe immer gedacht, dass sie Leuchttürme sind."""," \\c[7].\\. .\\. .\\. Nunca se lo he dicho a nadie, \\.\\.pero 
siempre he creído que eran faros."," \\c[7]Je ne l’ai jamais dit à personne, \\.\\.mais j’ai
toujours pensé qu’elles étaient des phares."," \\c[7]Non l'ho mai detto a nessuno, ma. . .  
Ho sempre creduto che fossero fari."," \\c[7]"".\\. .\\. .\\. 아무한테도 말 안 했지만, \\.\\.
항상 저건 등대라고 생각했어."""," \\c[7]"".\\. .\\. .\\. Nigdy tego nikomu nie mówiłam, \\.\\.
ale zawsze wierzyłam, że to latarnie morskie."""," \\c[7]"".\\. .\\. .\\. Eu nunca contei pra ninguém, \\.\\.mas sempre 
pensei que fossem faróis."""," \\c[7].\\. .\\. .\\. Я никогда никому не говорила, \\.\\.но
я всегда думала, что это маяки."," \\c[7]"".\\. .\\. .\\. Nikomu som to doteraz nepovedala, \\.\\.ale vždy som
 si myslela, že sú to majáky."""," \\c[7]"".\\. .\\. .\\. Kimseye söylemedim, \\.\\. ama
onların hep deniz seferi olduklarını düşünmüştüm."""," \\c[7]"".\\. .\\. .\\. I've never told anyone, \\.\\.but I always 
thought they were lighthouses."""," \\c[7]…Ніколи нікому не казала, \\.\\.але 
я завжди думала, що це маяки."," \\c[7]「誰にも言ったことない…\\.けど…
\\.\\.ずっと、\\.灯台、だと思ってた」"
Map077_EV024_Page2_70_ShowText,ประภาคารนับพันล้าน . . . \\.\\.ติดอยู่ที่ปลายฟ้าไกลโพ้น," \\c[7]""Milliarden von Leuchttürmen. . . \\.\\.
. . . die festsitzen, am anderen Ende des Himmels."""," \\c[7]Miles de faros. \\..\\. .\\.\\.. . . pegados 
al otro lado del cielo."," \\c[7]Des milliards de phares.\\..\\..\\.\\.
... perdus aux confins du ciel."," \\c[7]Miliardi di fari. . .
. . . ai confini del cielo."," \\c[7]""수십억 개의 등대들이. \\..\\. .\\.\\.
. . . 하늘 저편에 있는 거야."""," \\c[7]""Miliardy latarni morskich. . . 
\\.\\.tkwiące na odległym skraju nieba."""," \\c[7]""Bilhões de faróis. \\..\\. .\\.\\.
Presos no fundo do céu."""," \\c[7]Миллиарды маяков. \\..\\. .\\.\\.
. . .стоящих на другом конце неба.€"," \\c[7]""Miliardy majákov. \\..\\. .\\.\\.
. . . uväznených na opačnom konci oblohy."""," \\c[7]""Milyarlarca deniz feneri. \\..\\. .\\.\\.
. . . gökyüzünün derinliklerine saplanmışlar."""," \\c[7]""Billions of lighthouses. . . \\.\\.stuck at 
the far end of the sky."" "," \\c[7]Мільярди маяків… \\.\\.які стоять 
на іншому кінці неба."," \\c[7]何十億もの灯台が、\\.\\.
空のはるかかなたに、たたずんでる。"
Map077_EV024_Page2_71_ShowText,ว้าว \\.\\.คงจะคึกคักน่าดูเลยนะ," \\c[7]""Wow, \\.\\.muss ganz schön was los sein, da oben."""," \\c[7]Guau, \\.\\.debe de estar todo muy animado allí arriba."," \\c[7]Ouah, \\.\\.on ne doit pas s’ennuyer là-haut."," \\c[7]Wow, pensa te che festa con tutte quelle luci."," \\c[7]""아, \\.\\.거긴 정말 시끌시끌하겠네."""," \\c[7]""Łał, \\.\\.musi być bardzo wesoło tam na górze."""," \\c[7]""Uau, \\.\\.deve ser uma festa lá em cima.""", \\c[7]Ух ты. . . \\.\\.там должно быть весело.," \\c[7]Wow, \\.\\.tam musí byť veľmi živo."," \\c[7]Vay be, \\.\\.orası çok eğlenceli olmalı."," \\c[7]""Wow, \\.\\.it must be so lively up there."""," \\c[7]Нічого собі, \\.\\.там має бути жваво у них."," \\c[7]「へえー…　\\.\\.それじゃ、空の上は
ずいぶんにぎやかそうだね」"
Map077_EV024_Page2_72_ShowText,แต่มันไม่ใช่แบบนั้นหรอก\\.\\..\\.\\. .\\.\\. .\\.\\.," \\c[7]""Ist aber nicht so. \\.. \\..\\.\\."""," \\c[7]No, no lo está\\.\\..\\.\\. .\\.\\. .\\.\\. ", \\c[7]En fait si., \\c[7]Invece no. . . ," \\c[7]""아냐\\.\\..\\.\\. .\\.\\. .\\.\\. """," \\c[7]""Ale nie jest\\.\\..\\.\\. .\\.\\. .\\.\\. """," \\c[7]""Mas não é\\.\\..\\.\\. .\\.\\. .\\.\\."""," \\c[7]Нет, совсем нет\\.\\..\\.\\. .\\.\\. .\\.\\. ", \\c[7]Ale nie je\\.\\..\\.\\. .\\.\\. .\\.\\. , \\c[7]Ama değil\\.\\..\\.\\. .\\.\\. .\\.\\. ," \\c[7]""But it's not\\.\\..\\.\\. .\\.\\. .\\.\\. """, \\c[7]Але це не так.\\.\\..\\.\\..\\.\\., \\c[7]「違う…」\\.\\.
Map077_EV024_Page2_73_ShowText,"พวกมันเห็นประภาคารอื่นๆ อยู่ไกลๆ 
นั่น \\.\\.แล้วก็อยากจะคุยกับพวกมัน"," \\c[7]""Sie können all die anderen Leuchttürme dort draußen
sehen \\.\\.und sie wollen mit ihnen reden."""," \\c[7]Pueden ver a los otros faros desde 
ahí, \\.\\.y quieren hablar con ellos."," \\c[7]Ils peuvent voir tous les autres phares,
\\.\\.et ils voudraient leur parler."," \\c[7]Possono vedere tutti gli altri fari là
fuori, e vogliono parlarsi."," \\c[7]""거기서도 등대들을 다 볼 수 있어,
\\.\\.그리고 서로 이야기하고 싶어해."""," \\c[7]""Widzą w oddali te wszystkie inne latarnie \\.\\.
i chciałyby z nimi porozmawiać."""," \\c[7]""Eles conseguem ver todos os outros faróis de 
onde estão, \\.\\.e querem falar com eles."""," \\c[7]Они видят другие маяки, \\.\\.
и хотят с ними поговорить."," \\c[7]""Odtiaľ tiež vidia všetky ostatné majáky,
 \\.\\.a chcú sa s nimi rozprávať."""," \\c[7]""Deniz fenerleri birbirlerini hep görüyor 
ve, \\.\\.ve aralarında konuşmak istiyorlar."""," \\c[7]""They can see all the other lighthouses out 
there, \\.\\.and they want to talk to them."""," \\c[7]Вони бачать один одного 
\\.\\.і хочуть спілкуватися."," \\c[7]「みんな、\\.他の灯台の姿は、見えてる。
\\.\\.話したいと思ってる」"
